customerID,churn_probability,tenure_risk,contract_risk,health_score,health_category,monthly_charges,annual_revenue_at_risk,recommended_action
4013-UBXWQ,0.5597049051487577,0.9027777777777778,1.0,24.9,🔴 Critical,74.65,501.38,Immediate outreach — schedule call within 24 hours
4931-TRZWN,0.41030119502098145,0.8194444444444444,1.0,34.9,🔴 Critical,71.95,354.25,Immediate outreach — schedule call within 24 hours
0750-EKNGL,0.14953363034122744,0.9027777777777778,1.0,45.4,🟡 At Risk,20.75,37.23,Proactive check-in — contact within 1 week
7669-LCRSD,0.3362346786371685,0.8333333333333334,1.0,38.2,🔴 Critical,56.3,227.16,Immediate outreach — schedule call within 24 hours
3567-PQTSO,0.27354392783049125,0.26388888888888884,0.5,68.4,🟡 At Risk,105.25,345.49,Proactive check-in — contact within 1 week
5519-NPHVG,0.7832191680353171,0.8333333333333334,1.0,15.8,🔴 Critical,94.2,885.35,Immediate outreach — schedule call within 24 hours
8043-PNYSD,0.006129548877507923,0.125,0.0,95.9,🟢 Healthy,19.55,1.44,Quarterly review — focus on expansion opportunities
9938-EKRGF,0.1826633331824586,0.7916666666666666,1.0,47.1,🟡 At Risk,84.45,185.11,Proactive check-in — contact within 1 week
2703-AMTUL,0.03952166131853874,0.5,0.5,73.0,🟢 Healthy,53.65,25.44,Quarterly review — focus on expansion opportunities
0928-JMXNP,0.6346205640435071,0.9444444444444444,1.0,19.9,🔴 Critical,29.9,227.7,Immediate outreach — schedule call within 24 hours
8173-RXAYP,0.02155803558465349,0.6666666666666667,0.0,78.9,🟢 Healthy,19.7,5.1,Quarterly review — focus on expansion opportunities
4825-XJGDM,0.02210635587280788,0.1527777777777778,0.5,84.3,🟢 Healthy,43.7,11.59,Quarterly review — focus on expansion opportunities
5402-HTOTQ,0.31486234518378614,0.7777777777777778,1.0,40.9,🟡 At Risk,55.3,208.94,Proactive check-in — contact within 1 week
6734-JDTTV,0.0072041382813571985,0.09722222222222221,0.0,96.7,🟢 Healthy,19.85,1.72,Quarterly review — focus on expansion opportunities
7850-THJMU,0.018364047027431888,0.6388888888888888,0.0,79.9,🟢 Healthy,19.65,4.33,Quarterly review — focus on expansion opportunities
3890-RTCMS,0.2276461027987894,0.7777777777777778,1.0,45.3,🟡 At Risk,49.45,135.09,Proactive check-in — contact within 1 week
8849-GYOKR,0.12607987249437527,0.25,0.5,76.2,🟢 Healthy,106.55,161.21,Quarterly review — focus on expansion opportunities
3148-BLQJT,0.17771387174421527,0.9861111111111112,1.0,41.5,🟡 At Risk,20.1,42.86,Proactive check-in — contact within 1 week
3717-FDJFU,0.0369791222159516,0.9305555555555556,0.0,70.2,🟢 Healthy,20.45,9.07,Quarterly review — focus on expansion opportunities
3665-JATSN,0.50970645739789,0.7361111111111112,1.0,32.4,🔴 Critical,39.7,242.82,Immediate outreach — schedule call within 24 hours
7966-YOTQW,0.2838010060713662,0.8611111111111112,1.0,40.0,🔴 Critical,54.5,185.61,Immediate outreach — schedule call within 24 hours
0461-CVKMU,0.3030193694529352,0.6805555555555556,1.0,44.4,🟡 At Risk,83.8,304.72,Proactive check-in — contact within 1 week
8806-EAGWC,0.3586346894012162,0.9583333333333334,1.0,33.3,🔴 Critical,55.15,237.34,Immediate outreach — schedule call within 24 hours
8853-TZDGH,0.05099689011815524,0.0,0.0,97.5,🟢 Healthy,111.6,68.3,Quarterly review — focus on expansion opportunities
7779-LGOVN,0.7855698410658575,0.8611111111111112,1.0,14.9,🔴 Critical,86.65,816.84,Immediate outreach — schedule call within 24 hours
4324-BZCKL,0.2753476273826493,0.8611111111111112,1.0,40.4,🟡 At Risk,55.55,183.55,Proactive check-in — contact within 1 week
6924-TDGMT,0.10603101238383691,0.8472222222222222,0.5,59.3,🟡 At Risk,20.55,26.15,Proactive check-in — contact within 1 week
9710-ZUSHQ,0.4278298168912527,0.48611111111111116,1.0,44.0,🟡 At Risk,106.75,548.05,Proactive check-in — contact within 1 week
1536-YHDOE,0.1003744531042913,0.7638888888888888,0.5,62.1,🟡 At Risk,62.1,74.8,Proactive check-in — contact within 1 week
8123-QBNAZ,0.3903944018653254,0.5,1.0,45.5,🟡 At Risk,104.5,489.55,Proactive check-in — contact within 1 week
3629-ZNKXA,0.6952777914076441,0.7638888888888888,1.0,22.3,🔴 Critical,101.8,849.35,Immediate outreach — schedule call within 24 hours
4827-LTQRJ,0.08276360222083627,0.08333333333333337,0.5,83.4,🟢 Healthy,110.6,109.84,Quarterly review — focus on expansion opportunities
7711-YIJWC,0.022051325952003285,0.1527777777777778,0.5,84.3,🟢 Healthy,84.9,22.47,Quarterly review — focus on expansion opportunities
5482-VXSXJ,0.5575546999480089,0.6944444444444444,1.0,31.3,🔴 Critical,93.2,623.57,Immediate outreach — schedule call within 24 hours
7365-BVCJH,0.6069498415537724,0.9861111111111112,1.0,20.1,🔴 Critical,24.4,177.71,Immediate outreach — schedule call within 24 hours
9620-ENEJV,0.46475651873384394,0.9166666666666666,1.0,29.3,🔴 Critical,70.55,393.46,Immediate outreach — schedule call within 24 hours
4183-WCSEP,0.34405032094675075,0.5694444444444444,1.0,45.7,🟡 At Risk,78.45,323.89,Proactive check-in — contact within 1 week
2378-YIZKA,0.010508456609882456,0.05555555555555558,0.0,97.8,🟢 Healthy,85.0,10.72,Quarterly review — focus on expansion opportunities
5498-TXHLF,0.45283594897483725,0.5277777777777778,1.0,41.5,🟡 At Risk,87.45,475.21,Proactive check-in — contact within 1 week
0689-DSXGL,0.10513442890730229,0.2777777777777778,1.0,66.4,🟡 At Risk,85.8,108.25,Proactive check-in — contact within 1 week
6818-DJXAA,0.5509483529403058,0.8611111111111112,1.0,26.6,🔴 Critical,91.1,602.3,Immediate outreach — schedule call within 24 hours
9722-UJOJR,0.4335713099885382,0.5972222222222222,1.0,40.4,🟡 At Risk,70.75,368.1,Proactive check-in — contact within 1 week
0464-WJTKO,0.0044812655272103525,0.0,0.0,99.8,🟢 Healthy,20.1,1.08,Quarterly review — focus on expansion opportunities
8902-ZEOVF,0.021756066944220467,0.3472222222222222,0.5,78.5,🟢 Healthy,20.05,5.23,Quarterly review — focus on expansion opportunities
6778-EICRF,0.13910360042188477,0.6666666666666667,0.5,63.0,🟡 At Risk,74.8,124.86,Proactive check-in — contact within 1 week
2662-NNTDK,0.016522573860933233,0.09722222222222221,0.5,86.3,🟢 Healthy,24.8,4.92,Quarterly review — focus on expansion opportunities
4132-KALRO,0.7061613393829602,0.9444444444444444,1.0,16.4,🔴 Critical,100.85,854.6,Immediate outreach — schedule call within 24 hours
3902-FOIGH,0.7906408586832053,0.8333333333333334,1.0,15.5,🔴 Critical,101.35,961.58,Immediate outreach — schedule call within 24 hours
6772-KSATR,0.6512763521780004,0.9861111111111112,1.0,17.9,🔴 Critical,81.7,638.51,Immediate outreach — schedule call within 24 hours
7112-OPOTK,0.36061667074696346,0.5416666666666667,1.0,45.7,🟡 At Risk,68.25,295.35,Proactive check-in — contact within 1 week
2874-YXVVA,0.45148627001505354,0.5277777777777778,1.0,41.6,🟡 At Risk,105.1,569.41,Proactive check-in — contact within 1 week
1245-HARPS,0.03467430124814298,0.8055555555555556,0.0,74.1,🟢 Healthy,20.4,8.49,Quarterly review — focus on expansion opportunities
4210-QFJMF,0.7371105839013684,0.9444444444444444,1.0,14.8,🔴 Critical,79.15,700.11,Immediate outreach — schedule call within 24 hours
4323-ELYYB,0.06338625644857741,0.8194444444444444,0.5,62.2,🟡 At Risk,20.0,15.21,Proactive check-in — contact within 1 week
4293-ETKAP,0.025109949820931746,0.09722222222222221,0.0,95.8,🟢 Healthy,79.4,23.92,Quarterly review — focus on expansion opportunities
6064-PUPMC,0.0428360185216911,0.6805555555555556,0.5,67.4,🟡 At Risk,57.2,29.4,Proactive check-in — contact within 1 week
6504-VBLFL,0.016580082218915344,0.23611111111111116,0.0,92.1,🟢 Healthy,58.6,11.66,Quarterly review — focus on expansion opportunities
6322-PJJDJ,0.15129006975086315,0.3194444444444444,0.0,82.9,🟢 Healthy,94.8,172.11,Quarterly review — focus on expansion opportunities
0330-BGYZE,0.16098633080299835,0.16666666666666663,0.5,77.0,🟢 Healthy,102.5,198.01,Quarterly review — focus on expansion opportunities
1085-LDWAM,0.01342121914211248,0.04166666666666663,0.5,88.1,🟢 Healthy,20.35,3.28,Quarterly review — focus on expansion opportunities
7586-ZATGZ,0.5050849641634919,0.4444444444444444,1.0,41.4,🟡 At Risk,84.9,514.58,Proactive check-in — contact within 1 week
7197-VOJMM,0.010310460511435623,0.06944444444444442,0.0,97.4,🟢 Healthy,69.2,8.56,Quarterly review — focus on expansion opportunities
3318-OSATS,0.6628372299286548,0.5138888888888888,1.0,31.4,🔴 Critical,95.45,759.21,Immediate outreach — schedule call within 24 hours
5828-AVIPD,0.4828509458850939,0.7361111111111112,0.5,43.8,🟡 At Risk,100.95,584.93,Proactive check-in — contact within 1 week
1843-TLSGD,0.030081498990246217,0.8194444444444444,0.0,73.9,🟢 Healthy,20.85,7.53,Quarterly review — focus on expansion opportunities
9626-VFRGG,0.3471078872646108,0.4305555555555556,1.0,49.7,🟡 At Risk,88.5,368.63,Proactive check-in — contact within 1 week
7075-BNDVQ,0.32565206421541004,0.9444444444444444,1.0,35.4,🔴 Critical,35.0,136.77,Immediate outreach — schedule call within 24 hours
9143-CANJF,0.11510373892889043,0.6666666666666667,1.0,54.2,🟡 At Risk,55.15,76.18,Proactive check-in — contact within 1 week
7284-BUYEC,0.5725618998818326,0.9305555555555556,1.0,23.5,🔴 Critical,50.95,350.06,Immediate outreach — schedule call within 24 hours
2041-JIJCI,0.5675012416634363,0.9305555555555556,1.0,23.7,🔴 Critical,64.0,435.84,Immediate outreach — schedule call within 24 hours
1086-LXKFY,0.5883778707644922,0.9861111111111112,1.0,21.0,🔴 Critical,69.1,487.88,Immediate outreach — schedule call within 24 hours
4900-MSOMT,0.0068542668445690045,0.0,0.0,99.7,🟢 Healthy,80.2,6.6,Quarterly review — focus on expansion opportunities
2229-VWQJH,0.2232021245195739,0.6666666666666667,1.0,48.8,🟡 At Risk,49.3,132.05,Proactive check-in — contact within 1 week
9194-GFVOI,0.031713516022928954,0.41666666666666663,0.0,85.9,🟢 Healthy,84.35,32.1,Quarterly review — focus on expansion opportunities
1336-EZFZY,0.16393177578521803,0.9444444444444444,1.0,43.5,🟡 At Risk,20.05,39.44,Proactive check-in — contact within 1 week
4282-MSACW,0.07347278137788477,0.05555555555555558,0.5,84.7,🟢 Healthy,117.2,103.33,Quarterly review — focus on expansion opportunities
1403-LKLIK,0.03393663532669754,0.5416666666666667,0.5,72.1,🟢 Healthy,20.1,8.19,Quarterly review — focus on expansion opportunities
2636-ALXXZ,0.7206712131047772,0.9861111111111112,1.0,14.4,🔴 Critical,69.6,601.9,Immediate outreach — schedule call within 24 hours
7774-OJSXI,0.47229899946075615,0.5694444444444444,0.5,49.3,🟡 At Risk,103.45,586.31,Proactive check-in — contact within 1 week
7786-WBJYI,0.5490812144226946,0.9444444444444444,1.0,24.2,🔴 Critical,77.95,513.61,Immediate outreach — schedule call within 24 hours
0136-IFMYD,0.09504183263258768,0.04166666666666663,0.0,94.0,🟢 Healthy,109.95,125.4,Quarterly review — focus on expansion opportunities
5144-TVGLP,0.5639112754709782,0.4722222222222222,1.0,37.6,🔴 Critical,94.75,641.17,Immediate outreach — schedule call within 24 hours
9643-AVVWI,0.5320016040674214,0.9583333333333334,1.0,24.6,🔴 Critical,80.0,510.72,Immediate outreach — schedule call within 24 hours
0253-ZTEOB,0.042707971377302166,0.33333333333333337,0.0,87.9,🟢 Healthy,79.65,40.82,Quarterly review — focus on expansion opportunities
2706-QZIHY,0.044320035787255206,0.7916666666666666,0.0,74.0,🟢 Healthy,25.2,13.4,Quarterly review — focus on expansion opportunities
6061-PQHMK,0.0445875290134444,0.6527777777777778,0.5,68.2,🟡 At Risk,19.9,10.65,Proactive check-in — contact within 1 week
9885-CSMWE,0.7036792383424285,0.9861111111111112,1.0,15.2,🔴 Critical,78.45,662.44,Immediate outreach — schedule call within 24 hours
6137-MFAJN,0.19305401131660205,0.33333333333333337,1.0,60.3,🟡 At Risk,44.8,103.79,Proactive check-in — contact within 1 week
9122-UMROB,0.17726005523312793,0.9861111111111112,1.0,41.6,🟡 At Risk,20.3,43.18,Proactive check-in — contact within 1 week
4232-JGKIY,0.2312940963205361,0.9861111111111112,1.0,38.9,🔴 Critical,19.2,53.29,Immediate outreach — schedule call within 24 hours
2402-TAIRZ,0.17988156655903914,0.48611111111111116,0.5,66.4,🟡 At Risk,80.05,172.79,Proactive check-in — contact within 1 week
9659-ZTWSM,0.1575157190015974,0.08333333333333337,0.5,79.6,🟢 Healthy,107.35,202.91,Quarterly review — focus on expansion opportunities
9139-TWBAS,0.12647117085112583,0.6388888888888888,0.5,64.5,🟡 At Risk,47.85,72.62,Proactive check-in — contact within 1 week
6685-GBWJZ,0.015836436725910962,0.125,0.5,85.5,🟢 Healthy,70.8,13.45,Quarterly review — focus on expansion opportunities
5016-ETTFF,0.37661044253370674,0.8611111111111112,1.0,35.3,🔴 Critical,29.5,133.32,Immediate outreach — schedule call within 24 hours
3866-MDTUB,0.5039292497914414,0.9722222222222222,1.0,25.6,🔴 Critical,70.75,427.84,Immediate outreach — schedule call within 24 hours
2195-VVRJF,0.2867385762114894,0.75,1.0,43.2,🟡 At Risk,59.1,203.35,Proactive check-in — contact within 1 week
3913-RDSJZ,0.009201827376455845,0.11111111111111116,0.0,96.2,🟢 Healthy,25.55,2.82,Quarterly review — focus on expansion opportunities
8058-JMEQO,0.787685223672542,0.875,1.0,14.4,🔴 Critical,84.45,798.24,Immediate outreach — schedule call within 24 hours
4203-QGNZA,0.0697910057013007,0.6111111111111112,1.0,58.2,🟡 At Risk,20.25,16.96,Proactive check-in — contact within 1 week
5043-TRZWM,0.6092694998458673,0.9861111111111112,1.0,20.0,🔴 Critical,75.55,552.36,Immediate outreach — schedule call within 24 hours
0697-ZMSWS,0.7846155478165817,0.9444444444444444,1.0,12.4,🔴 Critical,85.65,806.43,Immediate outreach — schedule call within 24 hours
7657-DYEPJ,0.0799738936591431,0.4722222222222222,0.5,71.8,🟢 Healthy,70.15,67.32,Quarterly review — focus on expansion opportunities
9494-BDNNC,0.1427424357999241,0.08333333333333337,0.5,80.4,🟢 Healthy,95.3,163.24,Quarterly review — focus on expansion opportunities
1640-PLFMP,0.6845030158593952,0.9861111111111112,1.0,16.2,🔴 Critical,70.25,577.04,Immediate outreach — schedule call within 24 hours
5366-OBVMR,0.2233970797176221,0.75,1.0,46.3,🟡 At Risk,50.3,134.84,Proactive check-in — contact within 1 week
8276-MQBYC,0.549799171218919,0.29166666666666663,1.0,43.8,🟡 At Risk,97.8,645.24,Proactive check-in — contact within 1 week
7644-OMVMY,0.04597653815863588,1.0,0.0,67.7,🟡 At Risk,19.85,10.95,Proactive check-in — contact within 1 week
7593-XFKDI,0.31764075939493297,0.9861111111111112,1.0,34.5,🔴 Critical,46.3,176.48,Immediate outreach — schedule call within 24 hours
4573-JKNAE,0.029784432992267094,0.8333333333333334,0.0,73.5,🟢 Healthy,19.35,6.92,Quarterly review — focus on expansion opportunities
0337-CNPZE,0.5423057120713913,0.4305555555555556,1.0,40.0,🔴 Critical,106.3,691.77,Immediate outreach — schedule call within 24 hours
9817-APLHW,0.21616455183203973,0.8333333333333334,1.0,44.2,🟡 At Risk,25.0,64.85,Proactive check-in — contact within 1 week
8380-MQINP,0.007856857289335004,0.23611111111111116,0.0,92.5,🟢 Healthy,20.3,1.91,Quarterly review — focus on expansion opportunities
0840-DFEZH,0.7030412735223588,0.9027777777777778,1.0,17.8,🔴 Critical,75.35,635.69,Immediate outreach — schedule call within 24 hours
1513-XNPPH,0.6093699401813625,0.8333333333333334,1.0,24.5,🔴 Critical,89.4,653.73,Immediate outreach — schedule call within 24 hours
8690-ZVLCL,0.010348471482070163,0.05555555555555558,0.0,97.8,🟢 Healthy,88.0,10.93,Quarterly review — focus on expansion opportunities
6015-VVHHE,0.7190148216461035,0.9305555555555556,1.0,16.1,🔴 Critical,83.15,717.43,Immediate outreach — schedule call within 24 hours
1125-SNVCK,0.10596791869053962,0.3194444444444444,1.0,65.1,🟡 At Risk,43.8,55.7,Proactive check-in — contact within 1 week
0384-LPITE,0.0945287506619144,0.4444444444444444,0.5,71.9,🟢 Healthy,62.05,70.39,Quarterly review — focus on expansion opportunities
4616-EWBNJ,0.06378024943609602,0.7777777777777778,0.5,63.5,🟡 At Risk,20.1,15.38,Proactive check-in — contact within 1 week
6347-DCUIK,0.6143049874027118,0.8611111111111112,1.0,23.5,🔴 Critical,74.15,546.61,Immediate outreach — schedule call within 24 hours
1335-HQMKX,0.20342933511881145,0.0,0.5,79.8,🟢 Healthy,101.35,247.41,Quarterly review — focus on expansion opportunities
2545-EBUPK,0.8243642882024926,0.9722222222222222,1.0,9.6,🔴 Critical,84.05,831.45,Immediate outreach — schedule call within 24 hours
6923-AQONU,0.021856523729805136,0.6805555555555556,0.0,78.5,🟢 Healthy,20.9,5.48,Quarterly review — focus on expansion opportunities
2172-EJXVF,0.21514881291248197,0.01388888888888884,0.5,78.8,🟢 Healthy,105.9,273.41,Quarterly review — focus on expansion opportunities
0897-FEGMU,0.7978484681734127,0.8472222222222222,1.0,14.7,🔴 Critical,99.5,952.63,Immediate outreach — schedule call within 24 hours
7663-RGWBC,0.40142094728920485,0.9861111111111112,1.0,30.3,🔴 Critical,44.15,212.67,Immediate outreach — schedule call within 24 hours
1120-BMWUB,0.2054026998624848,0.7777777777777778,1.0,46.4,🟡 At Risk,53.9,132.85,Proactive check-in — contact within 1 week
9124-LHCJQ,0.7459438485612779,0.9861111111111112,1.0,13.1,🔴 Critical,85.45,764.89,Immediate outreach — schedule call within 24 hours
4536-PLEQY,0.5631634515403702,0.8333333333333334,1.0,26.8,🔴 Critical,85.05,574.76,Immediate outreach — schedule call within 24 hours
7029-IJEJK,0.047040605500080546,0.25,0.5,80.1,🟢 Healthy,44.1,24.89,Quarterly review — focus on expansion opportunities
8871-JLMHM,0.024037392042238738,0.05555555555555558,0.0,97.1,🟢 Healthy,90.2,26.02,Quarterly review — focus on expansion opportunities
2235-ZGKPT,0.33427042416320685,0.9444444444444444,1.0,35.0,🔴 Critical,50.85,203.97,Immediate outreach — schedule call within 24 hours
3891-PUQOD,0.4392715150838802,0.9861111111111112,1.0,28.5,🔴 Critical,59.2,312.06,Immediate outreach — schedule call within 24 hours
5447-VYTKW,0.0902986265927117,0.625,1.0,56.7,🟡 At Risk,53.45,57.92,Proactive check-in — contact within 1 week
3623-FQBOX,0.135630163295638,0.7083333333333333,1.0,52.0,🟡 At Risk,19.95,32.47,Proactive check-in — contact within 1 week
0689-NKYLF,0.6571965878682613,0.8194444444444444,1.0,22.6,🔴 Critical,83.2,656.15,Immediate outreach — schedule call within 24 hours
8659-HDIYE,0.0708704066771691,0.11111111111111116,1.0,73.1,🟢 Healthy,74.65,63.49,Quarterly review — focus on expansion opportunities
3658-KIBGF,0.34378052150583216,0.9861111111111112,1.0,33.2,🔴 Critical,54.9,226.48,Immediate outreach — schedule call within 24 hours
3474-BAFSJ,0.04957936564816326,0.20833333333333337,0.0,91.3,🟢 Healthy,57.5,34.21,Quarterly review — focus on expansion opportunities
5519-YLDGW,0.6553674737744386,0.7083333333333333,1.0,26.0,🔴 Critical,103.9,817.11,Immediate outreach — schedule call within 24 hours
3865-ZFZIB,0.028397436816868685,0.7361111111111112,0.0,76.5,🟢 Healthy,19.65,6.7,Quarterly review — focus on expansion opportunities
1855-AGAWH,0.4483408518625961,0.5694444444444444,0.5,50.5,🟡 At Risk,93.8,504.65,Proactive check-in — contact within 1 week
7109-CQYUZ,0.029093206096232976,0.2777777777777778,0.0,90.2,🟢 Healthy,89.25,31.16,Quarterly review — focus on expansion opportunities
1370-GGAWX,0.30084104399993455,0.36111111111111116,0.5,64.1,🟡 At Risk,94.15,339.89,Proactive check-in — contact within 1 week
4680-KUTAJ,0.40216246374604364,0.8472222222222222,1.0,34.5,🔴 Critical,55.6,268.32,Immediate outreach — schedule call within 24 hours
5307-UVGNB,0.1288460077788245,0.26388888888888884,1.0,65.6,🟡 At Risk,48.7,75.3,Proactive check-in — contact within 1 week
4946-EDSEW,0.16350740959681304,0.8472222222222222,1.0,46.4,🟡 At Risk,19.25,37.77,Proactive check-in — contact within 1 week
2883-ILGWO,0.3035387076925773,0.20833333333333337,1.0,58.6,🟡 At Risk,104.9,382.09,Proactive check-in — contact within 1 week
2516-VQRRV,0.7047555362842036,0.9722222222222222,1.0,15.6,🔴 Critical,75.45,638.09,Immediate outreach — schedule call within 24 hours
7580-UGXNC,0.23796812470939244,0.9722222222222222,1.0,38.9,🔴 Critical,54.85,156.63,Immediate outreach — schedule call within 24 hours
3642-BYHDO,0.00464391862615251,0.01388888888888884,0.0,99.4,🟢 Healthy,19.9,1.11,Quarterly review — focus on expansion opportunities
9629-NHXFW,0.21288658318624215,0.9861111111111112,1.0,39.8,🔴 Critical,19.4,49.56,Immediate outreach — schedule call within 24 hours
2696-RZVZW,0.0073831614323620716,0.05555555555555558,0.0,98.0,🟢 Healthy,25.05,2.22,Quarterly review — focus on expansion opportunities
5766-FTRTS,0.008771477398748322,0.0,0.0,99.6,🟢 Healthy,84.45,8.89,Quarterly review — focus on expansion opportunities
0396-HUJBP,0.17477064372424106,0.9722222222222222,1.0,42.1,🟡 At Risk,19.3,40.48,Proactive check-in — contact within 1 week
5178-LMXOP,0.8638649114389753,0.9861111111111112,1.0,7.2,🔴 Critical,95.1,985.84,Immediate outreach — schedule call within 24 hours
8879-ZKJOF,0.07259649893464698,0.4305555555555556,0.5,73.5,🟢 Healthy,79.85,69.56,Quarterly review — focus on expansion opportunities
6285-FTQBF,0.005419626786684506,0.0,0.0,99.7,🟢 Healthy,25.55,1.66,Quarterly review — focus on expansion opportunities
8185-UPYBR,0.7204104264063727,0.9166666666666666,1.0,16.5,🔴 Critical,75.5,652.69,Immediate outreach — schedule call within 24 hours
4585-HETAI,0.6427953657006269,0.9444444444444444,1.0,19.5,🔴 Critical,73.75,568.87,Immediate outreach — schedule call within 24 hours
7526-BEZQB,0.7782972050040713,0.8333333333333334,1.0,16.1,🔴 Critical,96.05,897.07,Immediate outreach — schedule call within 24 hours
1474-JUWSM,0.06601120861147008,0.19444444444444442,0.5,80.9,🟢 Healthy,68.4,54.18,Quarterly review — focus on expansion opportunities
3530-CRZSB,0.14973140644623514,0.9027777777777778,1.0,45.4,🟡 At Risk,20.65,37.1,Proactive check-in — contact within 1 week
8498-XXGWA,0.05414151468109946,0.09722222222222221,1.0,74.4,🟢 Healthy,55.15,35.83,Quarterly review — focus on expansion opportunities
9617-INGJY,0.6111615790746717,0.9861111111111112,1.0,19.9,🔴 Critical,70.6,517.78,Immediate outreach — schedule call within 24 hours
0621-TSSMU,0.017548053071493683,0.2222222222222222,0.5,82.5,🟢 Healthy,19.95,4.2,Quarterly review — focus on expansion opportunities
7234-KMNRQ,0.1661809042967873,0.9444444444444444,1.0,43.4,🟡 At Risk,19.0,37.89,Proactive check-in — contact within 1 week
7636-PEPNS,0.04594454837211927,0.19444444444444442,0.5,81.9,🟢 Healthy,44.1,24.31,Quarterly review — focus on expansion opportunities
4683-WYDOU,0.08180647040507061,0.13888888888888884,0.0,91.7,🟢 Healthy,107.6,105.63,Quarterly review — focus on expansion opportunities
9052-DHNKM,0.10080199084962266,0.6388888888888888,0.5,65.8,🟡 At Risk,61.55,74.45,Proactive check-in — contact within 1 week
6794-HKIAJ,0.10440244648696909,0.13888888888888884,1.0,70.6,🟢 Healthy,90.7,113.63,Quarterly review — focus on expansion opportunities
5578-NKCXI,0.07071197096765297,0.19444444444444442,0.5,80.6,🟢 Healthy,99.25,84.22,Quarterly review — focus on expansion opportunities
1642-HMARX,0.02417591006026943,0.05555555555555558,0.0,97.1,🟢 Healthy,91.7,26.6,Quarterly review — focus on expansion opportunities
3096-WPXBT,0.09074549271387991,0.1527777777777778,0.5,80.9,🟢 Healthy,100.7,109.66,Quarterly review — focus on expansion opportunities
8434-PNQZX,0.06209432201998635,0.41666666666666663,0.0,84.4,🟢 Healthy,78.45,58.46,Quarterly review — focus on expansion opportunities
5950-AAAGJ,0.5221626822027688,0.75,1.0,31.4,🔴 Critical,84.3,528.22,Immediate outreach — schedule call within 24 hours
4299-OPXEJ,0.011872736112112986,0.2222222222222222,0.0,92.7,🟢 Healthy,19.55,2.79,Quarterly review — focus on expansion opportunities
4951-UKAAQ,0.7648455880029683,0.9444444444444444,1.0,13.4,🔴 Critical,88.95,816.4,Immediate outreach — schedule call within 24 hours
9618-LFJRU,0.15001905539841393,0.9444444444444444,1.0,44.2,🟡 At Risk,20.45,36.81,Proactive check-in — contact within 1 week
6693-DJWTY,0.034175997323072145,0.5138888888888888,0.5,72.9,🟢 Healthy,55.6,22.8,Quarterly review — focus on expansion opportunities
0744-GKNGE,0.0987293753931623,0.11111111111111116,1.0,71.7,🟢 Healthy,86.8,102.84,Quarterly review — focus on expansion opportunities
6447-EGDIV,0.03999124970916133,0.5694444444444444,0.5,70.9,🟢 Healthy,20.95,10.05,Quarterly review — focus on expansion opportunities
1167-OYZJF,0.010234758078128783,0.06944444444444442,0.0,97.4,🟢 Healthy,20.05,2.46,Quarterly review — focus on expansion opportunities
2108-YKQTY,0.2512101964619262,0.9444444444444444,1.0,39.1,🔴 Critical,50.7,152.84,Immediate outreach — schedule call within 24 hours
4806-DXQCE,0.06425371685656356,0.02777777777777779,0.0,96.0,🟢 Healthy,113.65,87.63,Quarterly review — focus on expansion opportunities
4918-QLLIW,0.3422983466041665,0.9583333333333334,1.0,34.1,🔴 Critical,53.4,219.34,Immediate outreach — schedule call within 24 hours
7056-IMHCC,0.4948061715881381,0.26388888888888884,1.0,47.3,🟡 At Risk,101.9,605.05,Proactive check-in — contact within 1 week
4854-SSLTN,0.03971055930566033,0.9722222222222222,0.0,68.8,🟡 At Risk,59.5,28.35,Proactive check-in — contact within 1 week
5294-DMSFH,0.482767937772093,0.5972222222222222,1.0,37.9,🔴 Critical,87.8,508.64,Immediate outreach — schedule call within 24 hours
4837-PZTIC,0.019652639662707264,0.3472222222222222,0.0,88.6,🟢 Healthy,41.9,9.88,Quarterly review — focus on expansion opportunities
1625-JAIIY,0.1629941468720186,0.05555555555555558,0.5,80.2,🟢 Healthy,83.0,162.34,Quarterly review — focus on expansion opportunities
0603-OLQDC,0.31285049877773863,0.8333333333333334,1.0,39.4,🔴 Critical,69.85,262.23,Immediate outreach — schedule call within 24 hours
3272-VUHPV,0.16933099518204475,0.8888888888888888,1.0,44.9,🟡 At Risk,56.3,114.4,Proactive check-in — contact within 1 week
4176-FXYBO,0.2853301669461133,0.25,1.0,58.2,🟡 At Risk,109.55,375.1,Proactive check-in — contact within 1 week
1063-DHQJF,0.02741239737039074,0.04166666666666663,0.0,97.4,🟢 Healthy,92.15,30.31,Quarterly review — focus on expansion opportunities
8663-UPDGF,0.21910855348843591,0.6388888888888888,1.0,49.9,🟡 At Risk,69.5,182.74,Proactive check-in — contact within 1 week
6719-FGEDO,0.020706894023224582,0.0,0.0,99.0,🟢 Healthy,97.0,24.1,Quarterly review — focus on expansion opportunities
1837-YQUCE,0.023690322776159164,0.02777777777777779,0.0,98.0,🟢 Healthy,58.35,16.59,Quarterly review — focus on expansion opportunities
2947-DOMLJ,0.20771818238296064,0.9861111111111112,1.0,40.0,🔴 Critical,50.6,126.13,Immediate outreach — schedule call within 24 hours
4112-LUEIZ,0.742728514111503,0.8611111111111112,1.0,17.0,🔴 Critical,89.5,797.69,Immediate outreach — schedule call within 24 hours
0369-ZGOVK,0.22971356839798698,0.6111111111111112,0.5,60.2,🟡 At Risk,70.4,194.06,Proactive check-in — contact within 1 week
